englishName,fourCode,sciName,sixCode
Pileated Woodpecker,PIWO,Dryocopus pileatus,DRYPIL
Pin-tailed Snipe,PTSN,Gallinago stenura,GALSTE
Pin-tailed Whydah,PTWH,Vidua macroura,VIDMAC
Pine Bunting,PIBU,Emberiza leucocephalos,EMBLEU
Pine Flycatcher,PINF,Empidonax affinis,EMPAFF
Pine Grosbeak,PIGR,Pinicola enucleator,PINENU
Pine Siskin,PISI,Spinus pinus,SPIPIN
Pine Warbler,PIWA,Setophaga pinus,SETPIN
Pink-footed Goose,PFGO,Anser brachyrhynchus,ANSBRA
Pink-footed Shearwater,PFSH,Ardenna creatopus,ARDCRE
Pink-headed Warbler,PHWA,Cardellina versicolor,CARVER
Pink-sided Junco,PSJU,Junco hyemalis mearnsi,JUNHME
Pinnated Bittern,PIBI,Botaurus pinnatus,BOTPIN
Pinyon Jay,PIJA,Gymnorhinus cyanocephalus,GYMCYA
Piping Plover,PIPL,Charadrius melodus,CHAMEL
Piratic Flycatcher,PIRF,Legatus leucophaius,LEGLEU
Pirre Chlorospingus,PICH,Chlorospingus inornatus,CHLINO
Pirre Hummingbird,PIHU,Goldmania bella,GOLBEL
Pirre Warbler,PIRW,Basileuterus ignotus,BASIGN
Plain Antvireo,PLAN,Dysithamnus mentalis,DYSMEN
Plain Chachalaca,PLCH,Ortalis vetula,ORTVET
Plain Pigeon,PLAP,Patagioenas inornata,PATINO
Plain Xenops,PLXE,Xenops minutus,XENMIT
Plain-breasted Ground Dove,PBGD,Columbina minuta,COLMIN
Plain-brown Woodcreeper,PBRW,Dendrocincla fuliginosa,DENFUA
Plain-capped Starthroat,PCST,Heliomaster constantii,HELCON
Plain-colored Tanager,PCTA,Tangara inornata,TANINO
Plumbeous Hawk,PLHA,Cryptoleucopteryx plumbea,CRYPLU
Plumbeous Kite,PLKI,Ictinia plumbea,ICTPLU
Plumbeous Pigeon,PLUP,Patagioenas plumbea,PATPLU
Plumbeous Vireo,PLVI,Vireo plumbeus,VIRPLU
Plumbeous Warbler,PLUW,Setophaga plumbea,SETPLU
Pomarine Jaeger,POJA,Stercorarius pomarinus,STEPOM
Poo-uli,POUL,Melamprosops phaeosoma,MELPHA
Prairie Falcon,PRFA,Falco mexicanus,FALMEX
Prairie Warbler,PRAW,Setophaga discolor,SETDIS
Prong-billed Barbet,PBBA,Semnornis frantzii,SEMFRA
Prothonotary Warbler,PROW,Protonotaria citrea,PROCIT
Providence Petrel,PRPE,Pterodroma solandri,PTESOL
Puaiohi,PUAI,Myadestes palmeri,MYAPAL
Puerto Rican Bullfinch,PRBU,Melopyrrha portoricensis,MEPPOR
Puerto Rican Emerald,PREM,Riccordia maugaeus,RICMAU
Puerto Rican Flycatcher,PRFL,Myiarchus antillarum,MYIANT
Puerto Rican Lizard-Cuckoo,PRLC,Coccyzus vieilloti,COCVIE
Puerto Rican Nightjar,PRNI,Antrostomus noctitherus,ANTNOC
Puerto Rican Oriole,PROR,Icterus portoricensis,ICTPOR
Puerto Rican Owl,PRIO,Gymnasio nudipes,GYSNUD
Puerto Rican Parakeet,PRPK,Psittacara maugei,PSIMAU
Puerto Rican Parrot,PRPO,Amazona vittata,AMAVIT
Puerto Rican Spindalis,PRSP,Spindalis portoricensis,SPIPOR
Puerto Rican Tanager,PRTA,Nesospingus speculiferus,NESSPE
Puerto Rican Tody,PRTO,Todus mexicanus,TODMEX
Puerto Rican Vireo,PRVI,Vireo latimeri,VIRLAT
Puerto Rican Woodpecker,PRWO,Melanerpes portoricensis,MENPOR
Puget Sound White-crowned Sparrow,PSWS,Zonotrichia leucophrys pugetensis,ZONLPU
Purple Finch,PUFI,Haemorhous purpureus,HAEPUR
Purple Gallinule,PUGA,Porphyrio martinicus,PORMAR
Purple Heron,PUHE,Ardea purpurea,ARDPUR
Purple Honeycreeper,PUHO,Cyanerpes caeruleus,CYACAE
Purple Martin,PUMA,Progne subis,PROSUB
Purple Sandpiper,PUSA,Calidris maritima,CALMAR
Purple Swamphen,PUSW,Porphyrio porphyrio,PORPOP
Purple-crowned Fairy,PCFA,Heliothryx barroti,HELBAR
Purple-throated Carib,PTCA,Eulampis jugularis,EULJUG
Purple-throated Fruitcrow,PTFR,Querula purpurata,QUEPUR
Purple-throated Mountain-gem,PTMG,Lampornis calolaemus,LAMCAL
Purple-throated Woodstar,PTWO,Philodice mitchellii,PHIMIT
Purplish-backed Jay,PBJA,Cyanocorax beecheii,CYABEE
Purplish-backed Quail-Dove,PBQD,Zentrygon lawrencii,ZENLAW
Pygmy Nuthatch,PYNU,Sitta pygmaea,SITPYG
Pyrrhuloxia,PYRR,Cardinalis sinuatus,CARSIN
Razorbill,RAZO,Alca torda,ALCTOR
Red Avadavat,REAV,Amandava amandava,AMAAMA
Red Crossbill,RECR,Loxia curvirostra,LOXCUR
Red Junglefowl,REJU,Gallus gallus,GALGAS
Red Knot,REKN,Calidris canutus,CALCAN
Red Phalarope,REPH,Phalaropus fulicarius,PHAFUL
Red Siskin,RESI,Spinus cucullatus,SPICUC
Red Warbler,REWA,Cardellina rubra,CARRUA
Red-and-green Macaw,RAGM,Ara chloropterus,ARACHL
Red-backed Junco,RBJU,Junco hyemalis dorsalis,JUNHDO
Red-backed Shrike,RBSH,Lanius collurio,LANCOL
